name,lat,lon,humidity,time_recorded
Bazpur,29.15,79.116669,80,2017-07-15T21:55:50Z
Baloda Bazar,21.66667,82.166672,100,2017-07-15T21:55:50Z
Azamgarh,26.059999,83.186111,70,2017-07-15T21:55:50Z
Walbrzych,50.771412,16.284321,84,2017-07-13T09:49:20Z
Zhengzhou,34.757778,113.648613,64,2017-07-13T09:49:20Z
Villazon,-22.08659,-65.594223,30,2017-07-13T09:49:21Z
Uchiza,-8.45917,-76.463333,59,2017-07-13T09:49:24Z
Hazorasp,41.319439,61.074169,28,2017-07-13T09:49:25Z
Chinoz,40.93639,68.769722,37,2017-07-13T09:49:26Z
Mucumpiz,8.41667,-71.133331,99,2017-07-13T09:49:26Z
Buzovna,40.517891,50.113899,92,2017-07-13T09:49:26Z
Amirdzhan,40.426392,49.983608,88,2017-07-13T09:49:26Z
Nuzvid,16.783331,80.849998,87,2017-07-13T09:49:35Z
Suzaka,36.650002,138.316666,98,2017-07-13T09:49:35Z
Salzburg,47.799412,13.04399,80,2017-07-13T09:49:38Z
Venezia,45.43861,12.32667,57,2017-07-13T09:49:38Z
La Paz,-34.761669,-56.22361,76,2017-07-13T09:49:40Z
Monze,-16.283331,27.48333,32,2017-07-13T09:49:41Z
Petrozavodsk,61.784912,34.346909,60,2017-07-13T09:49:41Z
Vyazemskiy,47.537777,134.752502,90,2017-07-13T09:49:41Z
Voronezh,51.666389,39.169998,85,2017-07-13T09:49:41Z
Kozani,40.301109,21.78639,26,2017-07-13T09:49:43Z
Potenza,40.644321,15.80857,23,2017-07-13T09:49:43Z
Yuzhno-Sakhalinsk,46.958118,142.733658,85,2017-07-13T09:49:45Z
La Paz,-16.5,-68.150002,19,2017-07-13T09:49:45Z
Miyazaki-shi,31.91111,131.423889,100,2017-07-13T09:49:46Z
Kashiwazaki,37.366669,138.550003,97,2017-07-13T09:49:47Z
Enzan,35.700001,138.733337,98,2017-07-13T09:49:47Z
Uozu,36.799999,137.399994,94,2017-07-13T09:49:47Z
Tarumizu,31.48333,130.699997,100,2017-07-13T09:49:47Z
Obanazawa,38.603329,140.401947,94,2017-07-13T09:49:47Z
Ozu,33.5,132.550003,98,2017-07-13T09:49:47Z
Tezpur,26.633329,92.800003,90,2017-07-13T09:49:48Z
Uzice,43.858608,19.84878,61,2017-07-13T09:49:48Z
Sarzana,44.11145,9.95859,83,2017-07-13T09:49:48Z
Penzance,50.11861,-5.53715,100,2017-07-13T09:49:49Z
Heidenheim an der Brenz,48.677979,10.15162,76,2017-07-13T09:49:52Z
Sulzbach-Rosenberg,49.498329,11.75167,77,2017-07-13T09:49:52Z
Tabriz,38.080002,46.291901,45,2017-07-13T09:49:53Z
Kazerun,29.61949,51.654148,17,2017-07-13T09:49:53Z
Bandar-e Anzali,37.472698,49.4622,100,2017-07-13T09:49:53Z
Cadiz,36.533611,-6.29944,22,2017-07-13T09:49:54Z
Kunduz,36.728958,68.857002,31,2017-07-13T09:49:55Z
Sidi Bouzid,35.038231,9.48494,11,2017-07-13T09:49:55Z
Bizerte,37.274422,9.87391,71,2017-07-13T09:49:56Z
Izmir,38.412731,27.13838,50,2017-07-13T09:49:56Z
Gebze,40.802761,29.430679,86,2017-07-13T09:49:56Z
Orhangazi,40.48917,29.308889,41,2017-07-13T09:49:56Z
Cerkezkoy,41.285,28.00028,97,2017-07-13T09:49:56Z
Geulzuk,40.716671,29.828609,44,2017-07-13T09:49:56Z
Erzincan,39.75222,39.492779,22,2017-07-13T09:49:56Z
Rize,41.020828,40.521938,58,2017-07-13T09:49:56Z
Kuzhithurai,8.31667,77.183327,100,2016-11-21T10:20:47Z
Kizhake Chalakudi,10.3,76.349998,90,2016-11-21T10:20:48Z
Jahazpur,25.616671,75.283333,59,2016-11-21T10:20:52Z
Ghazipur,25.58333,83.566673,83,2016-11-21T10:20:53Z
Firozabad,27.15,78.416672,71,2016-11-21T10:20:53Z
Fazilka,30.4,74.033333,76,2016-11-21T10:20:53Z
Faizpur,21.16667,75.849998,67,2016-11-21T10:20:53Z
Chandur Bazar,21.241671,77.74556,73,2016-11-21T10:20:55Z
Bazpur,29.15,79.116669,81,2016-11-21T10:20:55Z
Baloda Bazar,21.66667,82.166672,71,2016-11-21T10:20:55Z
Azamgarh,26.059999,83.186111,81,2016-11-21T10:20:55Z
Aizawl,23.73333,92.716667,89,2016-11-21T10:20:55Z
Afzalpur,17.200001,76.349998,62,2016-11-21T10:20:55Z
Afzalgarh,29.4,78.683327,81,2016-11-21T10:20:55Z
Muvattupuzha,9.97985,76.573807,79,2016-11-21T10:20:55Z
Rawanduz,36.61631,44.531109,77,2016-11-21T10:20:57Z
Az Zubayr,30.39447,47.701141,65,2016-11-21T10:20:57Z
Al Aziziyah,32.90583,45.06163,83,2016-11-21T10:20:59Z
Saqqez,36.24992,46.273499,38,2016-11-21T10:21:02Z
Shahin Dezh,36.679298,46.566898,58,2016-11-21T10:21:02Z
Sabzevar,36.212601,57.681911,71,2016-11-21T10:21:02Z
Ramhormoz,31.27997,49.603512,61,2016-11-21T10:21:02Z
Neyriz,29.198799,54.327801,72,2016-11-21T10:21:03Z
Nazarabad,35.952099,50.607498,78,2016-11-21T10:21:03Z
Mehriz,31.591681,54.431782,86,2016-11-21T10:21:03Z
Firuzabad,28.8438,52.570702,79,2016-11-21T10:21:06Z
Borazjan,29.2666,51.2159,74,2016-11-21T10:21:08Z
Azna,33.609501,48.930698,78,2016-11-21T10:21:10Z
Ahvaz,31.320299,48.6693,43,2016-11-21T10:21:10Z
Dorcheh Piaz,32.61528,51.555561,71,2016-11-21T10:21:10Z
Pozzallo,36.730541,14.84989,99,2016-11-21T10:21:11Z
Catanzaro,38.890789,16.5987,100,2016-11-21T10:21:11Z
Vigonza,45.427601,11.95941,98,2016-11-21T10:21:12Z
Terzigno,40.81221,14.49644,94,2016-11-21T10:21:13Z
Selvazzano Dentro,45.391392,11.80051,98,2016-11-21T10:21:13Z
San Lazzaro di Savena,44.46777,11.41401,97,2016-11-21T10:21:13Z
Rozzano,45.38187,9.16055,100,2016-11-21T10:21:13Z
Roseto degli Abruzzi,42.666351,14.0227,86,2016-11-21T10:21:14Z
Pomezia,41.667011,12.50518,80,2016-11-21T10:21:14Z
Oderzo,45.779999,12.48806,98,2016-11-21T10:21:15Z
Melzo,45.50127,9.42525,100,2016-11-21T10:21:15Z
Gorizia,45.94088,13.62167,100,2016-11-21T10:21:15Z
Gorgonzola,45.53157,9.40465,100,2016-11-21T10:21:15Z
Fidenza,44.86396,10.06668,100,2016-11-21T10:21:15Z
Cavarzere,45.135559,12.08167,98,2016-11-21T10:21:15Z
Carate Brianza,45.673679,9.23594,100,2016-11-21T10:21:15Z
Calenzano,43.855949,11.16272,97,2016-11-21T10:21:15Z
Busto Arsizio,45.611279,8.84914,100,2016-11-21T10:21:15Z
Arzignano,45.519291,11.33859,96,2016-11-21T10:21:15Z
Anzio,41.447491,12.62707,100,2016-11-21T10:21:15Z
Albano Laziale,41.728729,12.6608,80,2016-11-21T10:21:16Z
Okazaki,34.950001,137.166672,100,2016-11-21T10:21:17Z
Kaizuka,34.450001,135.350006,100,2016-11-21T10:21:19Z
Shizunai,42.333889,142.366943,100,2016-11-21T10:21:20Z
Kizukuri,40.80611,140.386108,100,2016-11-21T10:21:20Z
Buzen,33.61153,131.13002,100,2016-11-21T10:21:23Z
Kyzyl-Kyya,40.25684,72.12793,93,2016-11-21T10:21:25Z
Bazar-Korgon,41.037601,72.745857,94,2016-11-21T10:21:25Z
Rezekne,56.5,27.316669,91,2016-11-21T10:21:29Z
Tiznit,29.69742,-9.73162,100,2016-11-21T10:21:29Z
Taza,34.209999,-4.01,54,2016-11-21T10:21:29Z
Ouazzane,34.797112,-5.58224,73,2016-11-21T10:21:29Z
Ouarzazat,30.91894,-6.89341,31,2016-11-21T10:21:30Z
Bouznika,33.789421,-7.15968,100,2016-11-21T10:21:30Z
Azrou,33.434429,-5.22126,52,2016-11-21T10:21:30Z
Miandrivazo,-19.51667,45.466671,60,2016-11-21T10:21:33Z
Ambatondrazaka,-17.83333,48.416672,42,2016-11-21T10:21:34Z
Dzuunharaa,48.852291,106.457863,46,2016-11-21T10:21:37Z
Dalandzadgad,43.570831,104.425003,52,2016-11-21T10:21:37Z
Mzimba,-11.9,33.599998,92,2016-11-21T10:21:39Z
Santa Maria Moyotzingo,19.25,-98.400002,30,2016-11-21T10:21:39Z
Kuzhithurai,8.31667,77.183327,93,2017-07-15T09:55:48Z
Kizhake Chalakudi,10.3,76.349998,93,2017-07-15T09:55:49Z
Aizawl,23.73333,92.716667,95,2017-07-13T09:54:41Z
Afzalpur,17.200001,76.349998,84,2017-07-13T09:54:41Z
Afzalgarh,29.4,78.683327,91,2017-07-13T09:54:41Z
Muvattupuzha,9.97985,76.573807,97,2017-07-13T09:54:41Z
Rawanduz,36.61631,44.531109,34,2017-07-13T09:54:41Z
Az Zubayr,30.39447,47.701141,16,2017-07-13T09:54:42Z
Al Aziziyah,32.90583,45.06163,12,2017-07-13T09:54:42Z
Saqqez,36.24992,46.273499,25,2017-07-13T09:54:42Z
Shahin Dezh,36.679298,46.566898,30,2017-07-13T09:54:42Z
Sabzevar,36.212601,57.681911,57,2017-07-13T09:54:42Z
Ramhormoz,31.27997,49.603512,10,2017-07-13T09:54:42Z
Neyriz,29.198799,54.327801,12,2017-07-13T09:54:43Z
Nazarabad,35.952099,50.607498,68,2017-07-13T09:54:43Z
Mehriz,31.591681,54.431782,18,2017-07-13T09:54:43Z
Firuzabad,28.8438,52.570702,13,2017-07-13T09:54:43Z
Borazjan,29.2666,51.2159,37,2017-07-13T09:54:44Z
Azna,33.609501,48.930698,60,2017-07-13T09:54:44Z
Ahvaz,31.320299,48.6693,8,2017-07-13T09:54:44Z
Dorcheh Piaz,32.61528,51.555561,41,2017-07-13T09:54:44Z
Pozzallo,36.730541,14.84989,25,2017-07-13T09:54:44Z
Catanzaro,38.890789,16.5987,49,2017-07-13T09:54:44Z
Vigonza,45.427601,11.95941,57,2017-07-13T09:54:44Z
Terzigno,40.81221,14.49644,93,2017-07-13T09:54:44Z
Selvazzano Dentro,45.391392,11.80051,57,2017-07-13T09:54:44Z
San Lazzaro di Savena,44.46777,11.41401,42,2017-07-13T09:54:44Z
Rozzano,45.38187,9.16055,72,2017-07-13T09:54:44Z
Roseto degli Abruzzi,42.666351,14.0227,57,2017-07-13T09:54:44Z
Pomezia,41.667011,12.50518,25,2017-07-13T09:54:44Z
Oderzo,45.779999,12.48806,73,2017-07-13T09:54:44Z
Melzo,45.50127,9.42525,49,2017-07-13T09:54:44Z
Gorizia,45.94088,13.62167,85,2017-07-13T09:54:44Z
Gorgonzola,45.53157,9.40465,49,2017-07-13T09:54:44Z
Fidenza,44.86396,10.06668,78,2017-07-13T09:54:44Z
Cavarzere,45.135559,12.08167,57,2017-07-13T09:54:44Z
Carate Brianza,45.673679,9.23594,49,2017-07-13T09:54:44Z
Calenzano,43.855949,11.16272,42,2017-07-13T09:54:44Z
Busto Arsizio,45.611279,8.84914,49,2017-07-13T09:54:44Z
Arzignano,45.519291,11.33859,47,2017-07-13T09:54:44Z
Anzio,41.447491,12.62707,99,2017-07-13T09:54:44Z
Albano Laziale,41.728729,12.6608,25,2017-07-13T09:54:44Z
Okazaki,34.950001,137.166672,100,2017-07-13T09:54:44Z
Kaizuka,34.450001,135.350006,93,2017-07-13T09:54:44Z
Shizunai,42.333889,142.366943,92,2017-07-13T09:54:45Z
Kizukuri,40.80611,140.386108,98,2017-07-13T09:54:45Z
Buzen,33.61153,131.13002,99,2017-07-13T09:54:45Z
Kyzyl-Kyya,40.25684,72.12793,64,2017-07-13T09:54:45Z
Bazar-Korgon,41.037601,72.745857,97,2017-07-13T09:54:45Z
Rezekne,56.5,27.316669,89,2017-07-13T09:54:46Z
Tiznit,29.69742,-9.73162,100,2017-07-13T09:54:46Z
Taza,34.209999,-4.01,11,2017-07-13T09:54:46Z
Ouazzane,34.797112,-5.58224,34,2017-07-13T09:54:46Z
Ouarzazat,30.91894,-6.89341,8,2017-07-13T09:54:46Z
Bouznika,33.789421,-7.15968,93,2017-07-13T09:54:46Z
Azrou,33.434429,-5.22126,7,2017-07-13T09:54:46Z
Miandrivazo,-19.51667,45.466671,39,2017-07-13T09:54:46Z
Ambatondrazaka,-17.83333,48.416672,67,2017-07-13T09:54:47Z
Dzuunharaa,48.852291,106.457863,71,2017-07-13T09:54:49Z
Dalandzadgad,43.570831,104.425003,38,2017-07-13T09:54:49Z
Mzimba,-11.9,33.599998,88,2017-07-13T09:54:49Z
Santa Maria Moyotzingo,19.25,-98.400002,40,2017-07-13T09:54:49Z
Poza Rica de Hidalgo,20.53315,-97.459457,93,2017-07-13T09:54:49Z
Ozumba de Alzate,19.049999,-98.800003,61,2017-07-13T09:54:49Z
Comitan de Dominguez,16.25,-92.133331,64,2017-07-13T09:54:49Z
Ciudad Mendoza,18.799999,-97.183327,47,2017-07-13T09:54:49Z
Ciudad Fernandez,21.950001,-100,100,2017-07-13T09:54:49Z
Chichen-Itza,20.66667,-88.566673,90,2017-07-13T09:54:49Z
Chiapa de Corzo,16.700001,-93,49,2017-07-13T09:54:49Z
Ciudad Lopez Mateos,19.558331,-99.261391,92,2017-07-13T09:54:49Z
Acatzingo de Hidalgo,18.98333,-97.783333,40,2017-07-13T09:54:49Z
Acapulco de Juarez,16.863359,-99.890099,99,2017-07-13T09:54:49Z
San Mateo Otzacatipan,19.327221,-99.606667,84,2017-07-13T09:54:49Z
Manzanillo,19.05011,-104.318787,76,2017-07-13T09:54:50Z
Jerez de Garcia Salinas,22.65,-103,77,2017-07-13T09:54:50Z
Encarnacion de Diaz,21.51667,-102.23333,83,2017-07-13T09:54:50Z
Atoyac de Alvarez,17.200001,-100.433327,99,2017-07-13T09:54:50Z
Lazaro Cardenas,17.95833,-102.199997,66,2017-07-13T09:54:50Z
Montepuez,-13.12556,38.999722,40,2017-07-13T09:54:51Z
Ozubulu,5.95666,6.84904,80,2017-07-13T09:54:52Z
Gwoza,11.10359,13.71298,70,2017-07-13T09:54:54Z
Gwarzo,11.91521,7.9346,70,2017-07-13T09:54:54Z
Ezza Ohu,6.4373,8.0862,87,2017-07-13T09:54:54Z
Enugu-Ezike,6.9825,7.457,79,2017-07-13T09:54:54Z
Darazo,10.99375,10.41179,64,2017-07-13T09:54:54Z
Azare,11.6765,10.1948,48,2017-07-13T09:54:54Z
La Paz Centro,12.34,-86.675278,93,2017-07-13T09:54:55Z
Terneuzen,51.335831,3.82778,79,2017-07-13T09:54:55Z
s-Gravenzande,52.001671,4.16528,100,2017-07-13T09:54:55Z
Oldenzaal,52.313332,6.92917,81,2017-07-13T09:54:55Z
Huizen,52.299171,5.24167,82,2017-07-13T09:54:55Z
Enkhuizen,52.703331,5.29167,94,2017-07-13T09:54:55Z
Delfzijl,53.330002,6.91806,76,2017-07-13T09:54:55Z
Benthuizen,52.077499,4.54444,82,2017-07-13T09:54:55Z
Nazca,-14.83333,-74.949997,73,2017-07-13T09:54:55Z
Ozamiz City,8.14583,123.844437,97,2017-07-13T09:54:55Z
Norzagaray,14.9109,121.049301,93,2017-07-13T09:54:55Z
Munoz,15.71611,120.903061,97,2017-07-13T09:54:55Z
Rodriguez,14.7314,121.141701,93,2017-07-13T09:54:55Z
Lopez,13.88444,122.264168,100,2017-07-13T09:54:56Z
La Paz,15.44125,120.72863,93,2017-07-13T09:54:56Z
Cadiz,10.95056,123.285561,95,2017-07-13T09:54:56Z
Yazman Mandi,29.12122,71.744591,58,2017-07-13T09:54:56Z
Wazirabad,32.445831,74.115936,85,2017-07-13T09:54:56Z
Utmanzai,34.187988,71.762863,96,2017-07-13T09:54:56Z
Naushahro Firoz,26.842381,68.122978,67,2017-07-13T09:54:57Z
Muzaffargarh,30.075371,71.192131,71,2017-07-13T09:54:57Z
Muzaffarabad,34.369999,73.471107,97,2017-07-13T09:54:57Z
Hazro,33.909142,72.492119,96,2017-07-13T09:54:58Z
Hafizabad,32.06786,73.685448,85,2017-07-13T09:54:58Z
Fazalpur,32.183331,75.066673,86,2017-07-13T09:54:58Z
Dera Ghazi Khan,30.056141,70.634773,71,2017-07-13T09:54:58Z
Chak Azam Saffo,30.75,73.033333,80,2017-07-13T09:54:58Z
Wieliczka,49.987381,20.06473,74,2017-07-13T09:54:58Z
Skarzysko-Kamienna,51.11311,20.87162,75,2017-07-13T09:54:58Z
Siemiatycze,52.427189,22.86231,85,2017-07-13T09:54:58Z
Przemysl,49.784981,22.767281,85,2017-07-13T09:54:58Z
Pruszkow,52.170719,20.81214,76,2017-07-13T09:54:58Z
Minsk Mazowiecki,52.179352,21.57251,82,2017-07-13T09:54:58Z
Lomza,53.178059,22.059349,76,2017-07-13T09:54:58Z
Leczna,51.301208,22.88135,93,2017-07-13T09:54:58Z
Konstancin-Jeziorna,52.0938,21.117611,76,2017-07-13T09:54:58Z
Hrubieszow,50.805019,23.892509,98,2017-07-13T09:54:58Z
Grodzisk Mazowiecki,52.10387,20.633699,76,2017-07-13T09:54:58Z
Gierloz,54.081341,21.49551,74,2017-07-13T09:54:58Z
Trzcianka,53.04063,16.45628,85,2017-07-13T09:54:58Z
Poznan,52.406921,16.92993,71,2017-07-13T09:54:58Z
Pleszew,51.896358,17.78549,73,2017-07-13T09:54:58Z
Myszkow,50.575199,19.32461,76,2017-07-13T09:54:58Z
Miedzyrzecz,52.444611,15.57801,76,2017-07-13T09:54:58Z
Libiaz,50.103958,19.31568,76,2017-07-13T09:54:58Z
Leczyca,52.059589,19.19972,67,2017-07-13T09:54:58Z
Koszalin,54.194382,16.17222,84,2017-07-13T09:54:58Z
Jastrzebie Zdroj,49.955421,18.574789,76,2017-07-13T09:54:58Z
Gniezno,52.534809,17.58259,72,2017-07-13T09:54:58Z
Dabrowa Gornicza,50.31818,19.2374,76,2017-07-13T09:54:58Z
Czeladz,50.315418,19.078239,76,2017-07-13T09:54:58Z
Cieszyn,49.751331,18.63213,76,2017-07-13T09:54:58Z
Chodziez,52.995049,16.9198,81,2017-07-13T09:54:58Z
Bydgoszcz,53.123501,18.00762,72,2017-07-13T09:54:58Z
Bedzin,50.326069,19.12565,76,2017-07-13T09:54:58Z
Aleksandrow Lodzki,51.819649,19.303841,67,2017-07-13T09:54:58Z
Mayaguez,18.201071,-67.139618,100,2017-07-13T09:54:58Z
Gaza,31.5,34.466671,98,2017-07-13T09:54:58Z
Al Ayzariyah,31.770781,35.269161,51,2017-07-13T09:54:58Z
Santa Iria da Azoia,38.846291,-9.08748,38,2017-07-13T09:54:58Z
Queluz,38.756569,-9.25451,38,2017-07-13T09:54:58Z
Povoa de Varzim,41.383438,-8.76364,86,2017-07-13T09:54:59Z
San Lorenzo,-25.33333,-57.533329,69,2017-07-13T09:54:59Z
Mizil,45.01667,26.450001,93,2017-07-13T09:54:59Z
Breaza,45.183331,25.66667,93,2017-07-13T09:54:59Z
Lazarevac,44.385342,20.255699,61,2017-07-13T09:54:59Z
Yelizavetinskaya,45.04446,38.795799,30,2017-07-13T09:54:59Z
Uzlovaya,53.981789,38.171181,74,2017-07-13T09:54:59Z
Ryazhsk,53.7038,40.110901,97,2017-07-13T09:54:59Z
Novouzensk,50.459171,48.143059,38,2017-07-13T09:55:00Z
Nizhnyaya Tura,58.629299,59.811798,68,2017-07-13T09:55:00Z
Nazran,43.226109,44.764999,47,2017-07-13T09:55:00Z
Mozhga,56.444691,52.227631,72,2017-07-13T09:55:00Z
Mozdok,43.749168,44.688061,28,2017-07-13T09:55:00Z
Kozelsk,54.03746,35.771591,78,2017-07-13T09:55:00Z
Kazan,55.788738,49.122139,73,2017-07-13T09:55:00Z
Inozemtsevo,44.09264,43.091129,49,2017-07-13T09:55:00Z
Ezhva,61.812809,50.72834,37,2017-07-13T09:55:00Z
Bezhetsk,57.785061,36.69651,90,2017-07-13T09:55:00Z
Berezovskiy,55.599998,86.199997,87,2017-07-13T09:55:01Z
Krasnoznamensk,55.599442,37.038609,79,2017-07-13T09:55:01Z
Izluchinsk,60.979439,76.92421,56,2017-07-13T09:55:01Z
Musanze,-1.49984,29.63497,55,2017-07-13T09:55:01Z
Ad-Damazin,11.7891,34.3592,88,2017-07-13T09:55:02Z
Ruzomberok,49.074799,19.30751,65,2017-07-13T09:55:03Z
Prievidza,48.77446,18.627501,65,2017-07-13T09:55:03Z
Povazska Bystrica,49.121529,18.42169,56,2017-07-13T09:55:03Z
Brezno,48.80431,19.636311,70,2017-07-13T09:55:03Z
Az Zabadani,33.72488,36.100498,34,2017-07-13T09:55:03Z
Izaz,36.58662,37.04628,12,2017-07-13T09:55:03Z
Manzini,-26.48333,31.366671,24,2017-07-13T09:55:03Z
Tursunzoda,38.51437,68.233269,93,2017-07-13T09:55:05Z
Boldumsaz,42.128239,59.671009,36,2017-07-13T09:55:05Z
Dasoguz,41.83625,59.966621,36,2017-07-13T09:55:05Z
Menzel Jemil,37.236179,9.91448,71,2017-07-13T09:55:06Z
Manzil Bu Zalafah,36.683121,10.58431,92,2017-07-13T09:55:06Z
Menzel Bourguiba,37.153679,9.78594,71,2017-07-13T09:55:06Z
Majaz al Bab,36.649639,9.61231,71,2017-07-13T09:55:06Z
Zarzis,33.503979,11.11216,92,2017-07-13T09:55:06Z
Douz,33.46632,9.0203,13,2017-07-13T09:55:06Z
Pazarcik,37.486851,37.29961,12,2017-07-13T09:55:06Z
Kiziltepe,37.193329,40.584999,13,2017-07-13T09:55:06Z
Gazipasa,36.269421,32.317921,100,2017-07-13T09:55:06Z
Ezine,39.78561,26.34083,70,2017-07-13T09:55:06Z
Bozyazi,36.1082,32.961128,75,2017-07-13T09:55:06Z
Bozuyuk,39.90778,30.036671,27,2017-07-13T09:55:06Z
Banaz,38.737068,29.75194,18,2017-07-13T09:55:06Z
Denizciler,36.649509,36.229561,45,2017-07-13T09:55:06Z
Korfez,40.776669,29.729719,44,2017-07-13T09:55:06Z
Vezirkopru,41.143608,35.45472,20,2017-07-13T09:55:06Z
Kizilcahamam,40.469719,32.650558,17,2017-07-13T09:55:06Z
Kazan,40.23167,32.683891,17,2017-07-13T09:55:06Z
Izmit,40.766941,29.916941,44,2017-07-13T09:55:06Z
Ferizli,40.940819,30.48583,44,2017-07-13T09:55:06Z
Beypazari,40.1675,31.92111,33,2017-07-13T09:55:06Z
Besikduzu,41.051991,39.228439,45,2017-07-13T09:55:06Z
Beylikduezue,40.981998,28.6399,86,2017-07-13T09:55:07Z
Sultangazi,41.106522,28.868469,86,2017-07-13T09:55:07Z
Uvinza,-5.10361,30.391109,42,2017-07-13T09:55:07Z
Muheza,-5.16667,38.783329,52,2017-07-13T09:55:07Z
Mlandizi,-6.7,38.73333,52,2017-07-13T09:55:07Z
Mazinde,-4.8,38.216671,56,2017-07-13T09:55:08Z
Izazi,-7.2,35.73333,36,2017-07-13T09:55:08Z
